Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
23.0,4.8,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,19,19.155282605433428
35.0,4.9,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,25,28.50245339655293
20.0,4.8,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,18,5.094043430560953
35.0,4.2,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,35,21.71608800049928
30.0,4.6,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,28,30.219274260985152
37.0,4.3,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,40,17.58822311155984
32.0,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,39,33.08710870970354
25.0,4.9,Stormy,Low,1,Buffet,scooter,,No,Metropolitian,12,4.991874719685376
20.0,4.7,Stormy,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,15,5.435222315906293
34.0,3.5,Fog,Low,2,Drinks,motorcycle,2.0,No,Urban,36,31.201630573926387
23.0,4.6,Sunny,High,2,Snack,scooter,0.0,No,Metropolitian,16,10.910806276618061
39.0,4.1,Stormy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,39,19.297716577358834
30.0,4.0,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,36,31.136136932686078
33.0,4.9,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,29,34.19467617411312
23.0,4.9,Windy,Medium,2,Snack,scooter,,No,Metropolitian,15,34.131205419428056
34.0,5.0,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,21,5.661121254147949
24.0,5.0,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,47,18.251924412929924
30.0,4.4,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,31,10.382703359147907
33.0,4.6,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,44,33.09505430659817
24.0,4.7,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,18,13.73892065417482
27.0,4.5,Cloudy,Low,1,Drinks,scooter,,No,Urban,10,8.148911247194045
21.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26,13.586701518647166
38.0,4.4,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,36,11.322241389964427
22.0,3.7,Sunny,High,0,Meal,motorcycle,0.0,No,Metropolitian,43,10.869770135583213
31.0,4.9,Windy,Jam,0,Drinks,motorcycle,0.0,No,Urban,31,15.110265654433704
32.0,4.7,Cloudy,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,46,29.867514844406937
39.0,4.6,Fog,Low,2,Buffet,motorcycle,0.0,No,Urban,17,7.5235189881213165
33.0,4.8,Windy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,36,7.4782586115667575
28.0,4.9,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,20,22.644473839635083
25.0,4.6,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,36,19.004823279762064
29.0,4.8,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,23.35599244301585
35.0,4.1,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42,35.7130543547908
31.0,4.7,Sunny,Medium,1,Meal,scooter,,No,Urban,19,10.431180896217189
36.0,4.9,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,27,11.322241389964427
32.0,4.5,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,21.595922807430373
27.0,4.6,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,2.591514158939081
36.0,4.7,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,35,16.29136105242363
25.0,4.5,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,13.58659230312143
30.0,4.9,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,28,15.459919042492338
23.0,4.9,Fog,Jam,2,Meal,scooter,1.0,No,Urban,27,8.182721230683015
24.0,4.2,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,37,35.45118878520983
24.0,4.9,Fog,Medium,0,Drinks,motorcycle,1.0,Yes,Metropolitian,41,33.88199217424436
21.0,4.5,Stormy,Jam,2,Snack,scooter,0.0,No,Metropolitian,16,18.1771176704646
32.0,4.5,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,29,5.186354856593318
24.0,4.6,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,21,10.52448261434782
,,Sunny,Jam,2,Snack,scooter,1.0,No,,24,14.40797688922605
34.0,4.2,Stormy,Jam,1,Snack,motorcycle,0.0,No,Urban,40,19.937731927412838
32.0,4.8,Fog,Medium,1,Meal,motorcycle,0.0,No,,16,13.639035717486511
20.0,4.8,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,12,14.474284656143553
33.0,4.8,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,25,8.147693972320186
33.0,4.7,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Urban,28,17.44500380349085
31.0,4.8,Stormy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,26,15.634878398903885
20.0,4.5,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,27,7.317937638878204
39.0,4.2,Fog,Jam,2,Snack,scooter,3.0,No,Metropolitian,44,27.58222827376746
39.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,22.56522159663841
39.0,4.2,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,34,12.731142454467912
33.0,4.5,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,23,2.5472158474297606
31.0,4.6,Windy,Low,2,Buffet,motorcycle,0.0,No,Urban,26,29.876843560208133
27.0,4.5,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,17,16.983359290708307
25.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,39,32.5877292551502
28.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,21,12.060689952996176
28.0,4.8,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,28,35.45118878520983
36.0,4.2,Stormy,Medium,2,Meal,motorcycle,1.0,Yes,Metropolitian,39,19.813917054109016
,,,,2,Buffet,scooter,2.0,No,Metropolitian,43,5240.52542223147
24.0,4.6,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,26,10.866891029489805
34.0,4.0,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,12.460676124144413
29.0,4.8,Stormy,Jam,1,Meal,scooter,,No,Metropolitian,24,8.182235278812612
20.0,4.8,Windy,Low,1,Buffet,motorcycle,1.0,No,Urban,13,26.410817500802068
21.0,4.9,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,36,25.475029507646852
30.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,20,27.409416427758305
20.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16,5.456574313934663
32.0,4.9,Cloudy,Medium,2,Buffet,scooter,2.0,No,Metropolitian,37,19.23189633517767
20.0,4.5,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,5.342013549846827
39.0,4.4,Fog,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,42,31.3504741069141
33.0,4.9,Stormy,Low,1,Buffet,motorcycle,1.0,No,Urban,15,29.8769762839353
32.0,4.6,Windy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,34,12.462507534303969
35.0,4.3,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,32,35.4474290912824
31.0,4.9,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,30,10.033703136283487
37.0,4.7,Fog,Medium,2,Snack,electric_scooter,0.0,No,Urban,15,10.07425447728282
26.0,4.8,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,15,19.961649485758873
37.0,4.9,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,38,16.807984772288258
37.0,4.6,Sunny,Jam,2,Meal,scooter,1.0,No,Urban,22,24.547354362858737
26.0,5.0,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,23,21.050740930958572
22.0,4.9,Sunny,Medium,0,Meal,motorcycle,0.0,No,Urban,25,22.644473839635083
24.0,4.9,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,18,2.830560695427386
39.0,4.6,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,2.5469575256228176
34.0,4.7,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,19,12.537631149243213
,,,,3,Buffet,scooter,0.0,No,Metropolitian,41,22.644473839635083
32.0,4.1,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,39,10.866681685026965
15.0,1.0,,,3,Meal,motorcycle,1.0,No,Metropolitian,28,16.48415030002379
24.0,4.6,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,28,10.866681685026965
29.0,4.8,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,21,18.187596365056777
39.0,4.6,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,21,28.94109685146607
36.0,4.6,Stormy,Low,2,Meal,scooter,1.0,No,Urban,28,2.546405601522425
31.0,4.3,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,34,15.563980355875108
32.0,4.5,Windy,Jam,1,Meal,motorcycle,0.0,No,Urban,29,16.365249431758844
21.0,4.5,Fog,Low,2,Meal,scooter,1.0,No,Urban,25,19.220367020689014
23.0,4.9,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,18,13.63694184884268
21.0,4.5,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,2.830560695427386
37.0,4.6,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,20.755343235870136
29.0,4.9,Sunny,High,2,Buffet,scooter,0.0,No,,18,10.42690004989914
20.0,5.0,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,28,12.536856618137541
21.0,4.8,Stormy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,23,11.322241389964427
39.0,4.8,Sunny,High,2,Buffet,electric_scooter,0.0,No,Urban,21,10.525278441115587
,,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,35,33.69445522771962
29.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,19.813917054109016
24.0,4.6,Sunny,Medium,1,Meal,motorcycle,1.0,No,Urban,14,28.931764408529325
33.0,4.4,Cloudy,Jam,1,Snack,motorcycle,1.0,No,,32,13.153466503561415
39.0,4.7,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,26.405040940134867
29.0,4.7,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,11,32.72844989570005
34.0,4.4,Fog,Medium,2,Meal,scooter,1.0,No,Urban,34,20.855282252453524
25.0,4.8,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,10,16.489698381508617
29.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,16,21.715356377888877
29.0,4.2,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,38,13.036247861567904
23.0,4.5,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,18,13.573376099369458
38.0,4.7,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,39,33.088372340583945
28.0,4.9,Stormy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,16,22.65992079916916
24.0,4.8,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,22,13.156848910133753
35.0,4.3,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,37,16.8181068519581
22.0,4.2,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,33,28.675777341526626
20.0,5.0,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,13,29.88421871045791
35.0,4.6,Fog,High,2,Snack,motorcycle,1.0,No,Metropolitian,28,10.866725110600276
29.0,4.5,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,41,34.20033974243247
28.0,5.0,Stormy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,17,2.6076324079759132
26.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,16,22.42710995330617
28.0,4.6,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,14,14.152800689506924
33.0,4.2,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,35,23.331445022378936
25.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,29,29.87556235784594
31.0,5.0,Stormy,Low,2,Buffet,motorcycle,0.0,No,Urban,21,15.110113532143666
37.0,4.8,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,42,5.263378011501363
37.0,5.0,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,48,23.31543458176211
28.0,4.5,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,2.748037853848788
31.0,4.7,Sandstorms,Medium,2,Meal,scooter,,No,Metropolitian,29,8.18334692125519
29.0,4.6,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,19,31.69706881813192
32.0,4.5,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,17.449643520404507
32.0,4.6,Sunny,High,1,Drinks,motorcycle,1.0,No,Metropolitian,22,2.592211910621994
38.0,4.9,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,28,33.753531239469346
25.0,4.1,Cloudy,Jam,2,Buffet,scooter,0.0,No,Urban,31,7.555527808300167
23.0,4.7,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,25,13.583461707492297
29.0,4.6,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,22,36.797238211469384
29.0,4.8,Sandstorms,Low,1,Meal,scooter,0.0,No,Urban,11,19.965826117163132
30.0,4.6,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,42,10612.809170570645
36.0,4.7,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,15.460042555055155
31.0,4.7,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,24,18.417153555941656
26.0,4.6,Stormy,Jam,1,Drinks,scooter,0.0,No,Urban,20,24.446226577336944
25.0,4.6,Stormy,Low,1,Buffet,scooter,0.0,No,Urban,11,22.569253915337004
31.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,16.30355474476858
34.0,5.0,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,15,15.645172863187549
25.0,4.6,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,23,35.4474290912824
30.0,4.4,Stormy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,40,35.45118878520983
31.0,4.9,Sunny,High,2,Meal,electric_scooter,1.0,No,Metropolitian,21,5.495929574711372
31.0,4.7,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,26,7.477967131843265
25.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,5.43389129106874
35.0,4.9,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,24,12.730818894581274
27.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,19.014619159692494
27.0,4.9,Sandstorms,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,25,8.144810244758101
38.0,4.6,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,19.093696396187827
27.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,48,19.230888559948895
32.0,4.9,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,23,16.013199020257698
24.0,4.8,Stormy,Jam,0,Meal,motorcycle,0.0,No,Urban,27,36.797238211469384
38.0,4.8,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,24,29.993702702691117
21.0,4.5,Sunny,Jam,2,Buffet,motorcycle,0.0,No,Urban,10,13.578691556424678
30.0,4.8,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,10,2.7477629376697363
38.0,4.3,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,10.377869169001132
,,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,30,13.036218021876845
39.0,4.5,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28,15.274596297029511
31.0,4.1,Sandstorms,High,0,Meal,motorcycle,0.0,No,Metropolitian,39,10.991831470032544
,,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,23,5.431433578241829
31.0,4.2,Cloudy,Jam,1,Drinks,scooter,1.0,No,Urban,35,18.248339148586297
29.0,4.7,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,20,29.867406149695704
37.0,5.0,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,32,14.416301651708368
29.0,4.5,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,20,16.29967334667731
27.0,4.6,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Urban,11,24.724274030171067
33.0,4.8,Windy,Low,2,Meal,scooter,1.0,No,Urban,23,2.4017731463412235
20.0,4.5,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21,5.455334845750311
32.0,4.2,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,46,9.649191992094732
29.0,4.6,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,15,15.278130136325013
26.0,5.0,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Urban,15,7.523472552061123
38.0,4.7,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25,32.58552840022954
23.0,4.9,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,2.5949435340898144
27.0,4.9,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,27,7.821586396954187
30.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,2.507863776783761
25.0,4.6,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,19,29.354066414707702
38.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,5.4558089512713845
26.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,35.44792669389329
31.0,4.3,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,47,29.885205759002034
33.0,4.7,Fog,Low,2,Meal,motorcycle,0.0,No,Urban,15,16.568341348353368
36.0,4.8,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,18,17.822034298345837
25.0,4.6,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,38,31.18732737700634
25.0,4.5,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,30,7.818440498022565
33.0,3.5,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,33,21.82242571781089
37.0,4.1,Cloudy,High,2,Buffet,electric_scooter,2.0,No,Metropolitian,38,2.401919275339044
26.0,4.7,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23,29.997437178914563
31.0,4.2,Cloudy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,38,10.522935129113385
31.0,4.7,Stormy,Low,2,Snack,electric_scooter,,No,Metropolitian,24,4.825055698234594
22.0,4.5,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,12.006201153853638
34.0,4.6,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,2.748177037368814
34.0,4.6,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Urban,22,22.56522159663841
39.0,4.8,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,29,12.731110999870785
25.0,4.7,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,16,29.86461940652693
26.0,4.3,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24,15.571341847461474
28.0,4.5,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,20,18.24003086377835
39.0,4.9,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25,5.263108657103182
25.0,4.6,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Urban,20,22.097190724695785
31.0,4.4,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,47,35.31667978903295
27.0,4.6,Sandstorms,Low,1,Snack,scooter,,No,Urban,17,20.07748617422659
21.0,5.0,Fog,Medium,1,Drinks,motorcycle,1.0,No,Urban,27,24.727451631810684
20.0,4.7,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,29,7.787366478905957
31.0,4.3,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32,7.786688522492988
24.0,4.9,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,24,15.645439759697128
32.0,4.6,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,26,9.970243626379077
28.0,4.8,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,23,13.582923622261761
28.0,4.8,Sunny,Jam,1,Drinks,scooter,0.0,No,Urban,13,35.44497949206726
28.0,4.8,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26,8.147693972320186
29.0,5.0,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,19,22.911670186570717
24.0,4.5,Sunny,High,0,Drinks,motorcycle,2.0,Yes,Metropolitian,44,10.911652708664944
32.0,4.7,Stormy,Medium,1,Snack,motorcycle,0.0,No,Urban,31,12.733678439796202
20.0,4.8,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,9.969043825527196
39.0,5.0,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,25,7.556166470801574
,,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,14118.516433493347
37.0,4.1,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,34,7.640927549214492
32.0,4.5,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,29,18.419852287711876
29.0,4.6,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,19,16.753967352542446
37.0,4.9,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,19,7.821241439172841
39.0,4.9,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,28,16.48437951276996
39.0,4.6,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,30,15.786771009021026
35.0,5.0,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,16,20.145007675013648
38.0,4.8,Windy,Medium,2,Meal,scooter,1.0,No,Urban,27,7.523943670237366
29.0,4.9,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,32.727185077116935
32.0,4.1,Stormy,Jam,0,Snack,motorcycle,0.0,No,Urban,43,7.89483053181105
37.0,4.7,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27,11.490506389642645
39.0,4.9,Sunny,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,28,27.624939198174484
23.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,19.00271683751459
15.0,1.0,,,3,Buffet,bicycle,0.0,No,Metropolitian,28,12.537877419505325
24.0,4.7,Sandstorms,High,1,Snack,scooter,1.0,No,Urban,22,5.184311399485331
31.0,4.1,Fog,Jam,2,Snack,electric_scooter,2.0,No,Metropolitian,43,28.526092990668218
37.0,4.1,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,36,22.609402193581186
21.0,4.5,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,21,21.047114820280648
22.0,4.8,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,26,17.445069571812187
34.0,4.8,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,25,19.933030683233167
24.0,4.8,Sunny,Jam,2,Meal,scooter,1.0,No,Urban,18,23.32172251453408
27.0,4.8,Windy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,11,15.581063860536911
20.0,4.6,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,40,24.446324444283835
39.0,4.2,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,40,32.14987893600574
22.0,4.8,Windy,Low,1,Meal,scooter,0.0,No,Urban,12,14.953671496768989
36.0,4.8,Cloudy,Jam,1,Meal,scooter,1.0,No,Urban,38,28.006182872291514
35.0,4.1,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,45,18.143352841504907
36.0,4.0,Sandstorms,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,41,14.410242995612426
21.0,4.8,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,15.279693274929171
28.0,4.8,Sandstorms,Low,1,Drinks,scooter,,No,Metropolitian,13,8.49168153096395
21.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,14,12.731110999870785
30.0,4.3,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,34,31.136136932686078
38.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,2.595788761281261
32.0,4.5,Sandstorms,Low,1,Buffet,scooter,0.0,No,Urban,24,5.01734853757873
22.0,4.6,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,18,16.48417176327961
26.0,5.0,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,29,22.565311303015232
31.0,5.0,Sandstorms,High,1,Drinks,scooter,1.0,No,Metropolitian,31,10.860744053478088
28.0,4.8,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,29,11.322241389964427
39.0,4.0,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,40,19.933030683233167
20.0,4.7,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,19.015966858929605
34.0,4.8,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,25,20.063426737332744
34.0,4.2,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,32,2.7170343890914506
20.0,4.7,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,24,10.866932825781005
24.0,4.5,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25,13.03290460547782
20.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,11,27.57708439475317
30.0,4.2,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,34,16.29461268770623
39.0,4.6,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,21,21.547809666562923
27.0,4.1,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,32,29.8903887644667
31.0,4.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,45,7.893681399208386
31.0,4.9,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,38,5.661121254147949
27.0,4.7,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Urban,10,34.189306048549874
29.0,4.9,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23,19.002321194238572
20.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Urban,18,7.638267550605175
31.0,4.7,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,14.429260824504407
